As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2012,7,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,2
1/03/2020,2012,7,Sexual Assault and related offences,Sexual assault,-,-,Tennant Creek,-,1
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,-,101
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,290
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,-,21
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,-,6
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,11
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,8
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,2
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,2
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,7
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,2
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,4
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,12
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,5
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,4
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,3
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,1
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,9
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,8
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,7
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,8
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,75
1/03/2020,2012,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,-,12
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,3
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Tennant Creek,-,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Nhulunbuy,-,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Victoria River,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,-,12
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,4
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,-,2
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Daly,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,East Arnhem,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,1
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,2
1/03/2020,2012,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Tennant Creek,-,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Alice Springs,-,78
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,20
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Katherine,-,24
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Nhulunbuy,-,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Alligator,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Barkly,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Daly,4
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,East Arnhem,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Elsey,6
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Gulf,4
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Petermann - Simpson,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Sandover - Plenty,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tiwi Islands,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Victoria River,12
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,West Arnhem,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,12
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,12
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Tennant Creek,-,15
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Alice Springs,-,36
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,34
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Katherine,-,10
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Nhulunbuy,-,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Anindilyakwa,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,East Arnhem,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Elsey,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Gulf,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Petermann - Simpson,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tiwi Islands,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Victoria River,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,11
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Tennant Creek,-,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Alice Springs,-,12
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Katherine,-,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Barkly,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,East Arnhem,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Sandover - Plenty,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Tanami,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Thamarrurr,6
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Victoria River,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,4
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Tennant Creek,-,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,19
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,27
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,5
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Nhulunbuy,-,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Gulf,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Thamarrurr,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Tiwi Islands,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Weddell,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,West Arnhem,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,6
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Alice Springs,-,10
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,10
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Katherine,-,6
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Anindilyakwa,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Daly,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,East Arnhem,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Elsey,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Gulf,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Petermann - Simpson,3
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Sandover - Plenty,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tanami,5
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Thamarrurr,6
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tiwi Islands,4
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Victoria River,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,West Arnhem,11
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,4
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,5
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Alice Springs,-,14
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,25
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Katherine,-,7
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Anindilyakwa,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,East Arnhem,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Elsey,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Gulf,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Petermann - Simpson,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Virginia,1
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Weddell,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,West Arnhem,2
1/03/2020,2012,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/03/2020,2012,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,-,8
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,40
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,-,6
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,-,5
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,3
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,4
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Victoria River,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,5
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,-,5
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,3
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,-,1
1/03/2020,2012,8,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,4
1/03/2020,2012,8,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Alice Springs,-,44
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Darwin,-,45
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Katherine,-,5
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Daly,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Elsey,2
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,4
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Palmerston,-,12
1/03/2020,2012,8,House break-ins,House break-ins actual,-,-,Tennant Creek,-,2
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,Alice Springs,-,5
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,Darwin,-,2
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,Katherine,-,2
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,Nhulunbuy,-,1
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2012,8,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,-,20
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,29
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,-,2
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,1
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,12
1/03/2020,2012,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,-,1
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,-,5
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,44
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,-,3
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Sandover - Plenty,1
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,1
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,3
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,6
1/03/2020,2012,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,-,2
1/03/2020,2012,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Nhulunbuy,-,1
1/03/2020,2012,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2012,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Alice Springs,-,112
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Darwin,-,202
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Katherine,-,29
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,-,4
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,6
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,3
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,2
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,11
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,6
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,6
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,3
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,2
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,4
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,6
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,5
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,1
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,7
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,3
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,10
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Palmerston,-,44
1/03/2020,2012,8,Property Damage Offences,Property damage offences,-,-,Tennant Creek,-,24
1/03/2020,2012,8,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,-,1
1/03/2020,2012,8,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,2
1/03/2020,2012,8,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Alice Springs,-,2
1/03/2020,2012,8,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,2
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,Alice Springs,-,9
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,13
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,Katherine,-,2
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Alligator,1
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,1
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/03/2020,2012,8,Sexual Assault and related offences,Sexual assault,-,-,Tennant Creek,-,2
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,-,76
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,237
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,-,25
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,-,5
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,5
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,6
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,1
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,3
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,3
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,1
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,7
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,1
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,6
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,3
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,1
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,7
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,7
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,2
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,58
1/03/2020,2012,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,-,4
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Alice Springs,-,2
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,3
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,-,3
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Victoria River,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,-,3
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,8
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,-,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tanami,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Victoria River,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,West Arnhem,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2012,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Alice Springs,-,54
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,25
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Katherine,-,27
1/03/2020,2012,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Nhulunbuy,-,3
